eta_Z2_sobre_Z1,R_p,R_I
1.3037429909896587,0.1318476028696129,0.017383790382463155
1.313804922741741,0.13562289528276142,0.01839356972487887
1.3239445097305402,0.13939425333701336,0.01943075786338346
1.3341623512779301,0.1431615718996494,0.020495235668778485
1.3444590513311867,0.14692474630154126,0.021586881075772262
1.3548352184986863,0.15068367234838187,0.022705569112394502
1.3652914660858761,0.15443824633180053,0.023851171930041902
1.3758284121315292,0.15818836504036335,0.02502355883414325
1.386446679444272,0.16193392577045268,0.026222596315430478
1.3971468956393978,0.16567482633702582,0.027448148081803663
1.4079296931759626,0.16941096508425033,0.028700075090777082
1.4187957093941692,0.17314224089601352,0.029978235582493174
1.4297455865530366,0.17686855320630337,0.031282485113290966
1.440779971868364,0.18058980200946034,0.032612676589816085
1.451899517550985,0.18430588787029611,0.033968660303658166
1.4631048808453178,0.18801671193407885,0.03535028396650239
1.4743967240682132,0.191722175936382,0.03675739274578101
1.4857757146481025,0.19542218221279511,0.0381898293008109
1.4972425251644468,0.1991166337084952,0.03964743381940304
1.5087978333874916,0.20280543398767603,0.04113004405492962
1.5204423223183279,0.2064884872428344,0.04263749536383418
1.532176680229262,0.210165698303911,0.04416962074357054
1.5440016007044985,0.21383697264728557,0.045726250870955956
1.5559177826811328,0.21750221640462178,0.047307214140922926
1.5679259304904682,0.22116133637156565,0.04891233670565681
1.5800267538996429,0.2248142400162896,0.05054144251410187
1.5922209681535842,0.22846083548788584,0.05219435335182284
1.604509294017284,0.2321010316246053,0.05387088888120603
1.6168924578184014,0.2357347379619413,0.05557086668198513
1.6293711914901932,0.23936186474055712,0.057294102292076765
1.6419462326147771,0.24298232291405586,0.05904040924871051
1.6546183244667283,0.24659602415659168,0.06080959912983835
1.667388216057011,0.2502028808703212,0.06260148159580815
1.6802566621772517,0.25380280619269463,0.06441586443128651
1.6932244234443516,0.25739571400358474,0.06625255358741519
1.706292266345446,0.2609815189322538,0.06811135322418635
1.7194609632832076,0.26456013636415715,0.06999206575302143
1.7327312926215017,0.26813148244758256,0.07189449187953828
1.7461040387313935,0.27169547410012485,0.07381843064649161
1.759579992037508,0.27525202901499507,0.07576367947687168
1.7731599490647525,0.27880106566716445,0.07773003421714654
1.7868447124853954,0.2823425033193409,0.07971728918063203
1.8006350911665105,0.28587626202777916,0.08172523719097545
1.8145319002177858,0.2894022626479231,0.08375366962573748
1.828535961039703,0.29292042683988107,0.08580237646005812
1.8426481013720881,0.29643067707373244,0.08787114631039145
1.8568691553430368,0.2999329366346667,0.08995976647829498
1.8711999635182166,0.30342712962795326,0.09206802299425876
1.885641372950552,0.30691318098374387,0.09419570066156033
1.9001942372302891,0.31039101646170514,0.09634258310013051
1.9148594165354507,0.31386056265548345,0.09850845279041666
1.929637777682678,0.3173217469970007,0.10069309111722853
1.9445301941784663,0.3207744977605819,0.10289627841355357
1.9595375462707947,0.3242187440669144,0.10511779400432736
1.974660721001155,0.3276544158868384,0.10735741625014526
1.9899006122569847,0.33108144404497075,0.1096149225909031
2.0052581208244957,0.3344997602231592,0.111890089589351
2.020734154441926,0.33790929696377214,0.11418269297455075
2.036329627853186,0.341309987672819,0.11649250768521986
2.0520454628619316,0.34470176662290564,0.1188193079129521
2.067882588386045,0.3480845689560232,0.12116286714530046
2.083841940512545,0.35145833068617216,0.12352295820871075
2.0999244625529108,0.3548229887018213,0.1258993533112928
2.116131105098844,0.3581784807682025,0.12829182408541762
2.132462826078452,0.36152474552944297,0.1307001416301285
2.1489205908128697,0.3648617225105332,0.13312407655335334
2.1655053720733157,0.36818935211913506,0.13556339901390843
2.1822181501385916,0.371507575647227,0.13801787876328006
2.199059912853022,0.3748163352725904,0.1404872851871749
2.2160316556848443,0.3781155740601359,0.14297138734682613
